Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1652495192,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1652495193,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1652495194,100,,Aggregated,0.000000,0.000000,1500,1600,1700,1700,1900,1900,1900,1900,1900,1900,1900,80,0,1500.0,1453.1790587500002,1065.4117000000003,1942.5199,30720.0
1652495195,100,,Aggregated,0.000000,0.000000,1300,1500,1600,1900,2000,2000,2100,2100,2200,2200,2200,165,0,1300.0,1434.5897860606065,867.0522999999997,2195.8867,30720.0
1652495196,100,,Aggregated,0.000000,0.000000,1300,1500,1600,1900,2000,2000,2100,2100,2200,2200,2200,166,0,1300.0,1432.9396457831328,867.0522999999997,2195.8867,30720.0
1652495197,100,,Aggregated,40.333333,0.000000,1600,2000,2100,2100,2400,2600,2700,2800,2900,2900,2900,241,0,1600.0,1693.062039004149,867.0522999999997,2903.0244,30720.0
1652495198,100,,Aggregated,41.500000,0.000000,1300,1900,2000,2100,2400,2500,2700,2700,2900,2900,2900,377,0,1300.0,1490.1406838196287,541.2968000000004,2903.0244,30720.0
1652495199,100,,Aggregated,41.500000,0.000000,1300,1700,2000,2100,2400,2500,2700,2700,2900,2900,2900,392,0,1300.0,1468.4175234693878,541.2968000000004,2903.0244,30720.0
1652495200,100,,Aggregated,49.833333,0.000000,1300,1900,2100,2200,2400,2500,2700,2700,2900,2900,2900,427,0,1300.0,1525.2171482435594,541.2968000000004,2903.0244,30720.0
1652495201,100,,Aggregated,56.000000,0.000000,1400,2000,2200,2300,2500,2700,2900,3000,3100,3100,3100,550,0,1400.0,1569.9973932727275,541.2968000000004,3129.2418,30720.0
1652495202,100,,Aggregated,49.000000,0.000000,1300,2000,2200,2300,2500,2700,2900,3000,3100,3100,3100,576,0,1300.0,1540.9100980902788,541.2968000000004,3129.2418,30720.0
1652495203,100,,Aggregated,53.666667,0.000000,1500,2000,2200,2300,2500,2700,2800,2900,3100,3100,3100,631,0,1500.0,1595.0138599049137,541.2968000000004,3129.2418,30720.0
1652495204,100,,Aggregated,57.500000,0.000000,1400,2000,2200,2300,2500,2700,2800,2900,3100,3100,3100,747,0,1400.0,1557.6289625167333,452.57959999999997,3129.2418,30720.0
1652495205,100,,Aggregated,57.500000,0.000000,1300,2000,2200,2300,2500,2700,2800,2900,3100,3100,3100,776,0,1300.0,1536.4612426546385,452.57959999999997,3129.2418,30720.0
1652495206,100,,Aggregated,64.300000,0.000000,1500,2100,2200,2300,2500,2700,2800,2900,3100,3100,3100,829,0,1500.0,1574.7217463208683,452.57959999999997,3129.2418,30720.0
1652495207,100,,Aggregated,65.500000,0.000000,1500,2100,2200,2300,2600,2700,2900,2900,3100,3100,3100,929,0,1500.0,1573.6191020452093,452.57959999999997,3129.2418,30720.0
1652495208,100,,Aggregated,65.500000,0.000000,1500,2100,2200,2300,2600,2700,2900,2900,3100,3100,3100,929,0,1500.0,1573.6191020452093,452.57959999999997,3129.2418,30720.0
1652495209,100,,Aggregated,68.600000,0.000000,1700,2100,2200,2300,2500,2700,2800,2900,3000,3100,3100,1038,0,1700.0,1610.5927365125228,452.57959999999997,3129.2418,30720.0
1652495210,100,,Aggregated,63.000000,0.000000,1400,2000,2200,2300,2500,2700,2800,2900,3000,3100,3100,1147,0,1400.0,1533.3648254577142,452.57959999999997,3129.2418,30720.0
1652495211,100,,Aggregated,53.700000,0.000000,1400,2000,2200,2300,2500,2700,2800,2900,3000,3100,3100,1170,0,1400.0,1533.693426837606,452.57959999999997,3129.2418,30720.0
1652495212,100,,Aggregated,65.700000,0.000000,1500,2000,2200,2200,2500,2600,2800,2900,3000,3100,3100,1283,0,1500.0,1531.9709961808258,452.57959999999997,3129.2418,30720.0
1652495213,100,,Aggregated,66.400000,0.000000,1300,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,1387,0,1300.0,1490.2566034607053,452.57959999999997,3129.2418,30720.0
1652495214,100,,Aggregated,60.200000,0.000000,1300,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,1390,0,1300.0,1489.4383326618693,452.57959999999997,3129.2418,30720.0
1652495216,100,,Aggregated,71.400000,0.000000,1500,2000,2200,2300,2500,2700,2800,2900,3000,3100,3100,1490,0,1500.0,1548.3776201342257,452.57959999999997,3129.2418,30720.0
1652495217,100,,Aggregated,71.200000,0.000000,1300,2000,2200,2300,2500,2700,2800,2900,3000,3100,3100,1568,0,1300.0,1513.2332167729571,452.57959999999997,3129.2418,30720.0
1652495218,100,,Aggregated,71.400000,0.000000,1300,2000,2200,2300,2500,2700,2800,2900,3000,3100,3100,1569,0,1300.0,1513.554051115358,452.57959999999997,3129.2418,30720.0
1652495219,100,,Aggregated,69.600000,0.000000,1400,2000,2100,2200,2500,2700,2800,2900,3000,3100,3100,1706,0,1400.0,1511.999983411487,440.59130000000124,3129.2418,30720.0
1652495220,100,,Aggregated,69.600000,0.000000,1300,1900,2100,2200,2500,2600,2800,2900,3000,3100,3100,1801,0,1300.0,1486.3098078845076,440.59130000000124,3129.2418,30720.0
1652495221,100,,Aggregated,63.900000,0.000000,1300,1900,2100,2200,2500,2600,2800,2900,3000,3100,3100,1802,0,1300.0,1486.1866556603763,440.59130000000124,3129.2418,30720.0
1652495222,100,,Aggregated,77.500000,0.000000,1400,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,1902,0,1400.0,1514.643343217664,440.59130000000124,3129.2418,30720.0
1652495223,100,,Aggregated,75.200000,0.000000,1300,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,2002,0,1300.0,1486.2119170329654,440.59130000000124,3129.2418,30720.0
1652495224,100,,Aggregated,75.200000,0.000000,1300,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,2002,0,1300.0,1486.2119170329654,440.59130000000124,3129.2418,30720.0
1652495225,100,,Aggregated,72.500000,0.000000,1400,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,2102,0,1400.0,1506.745203568029,440.59130000000124,3129.2418,30720.0
1652495226,100,,Aggregated,71.200000,0.000000,1300,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,2202,0,1300.0,1485.8049988192536,440.59130000000124,3129.2418,30720.0
1652495227,100,,Aggregated,71.200000,0.000000,1300,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,2202,0,1300.0,1485.8049988192536,440.59130000000124,3129.2418,30720.0
1652495228,100,,Aggregated,71.200000,0.000000,1400,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,2302,0,1400.0,1508.7343373153767,440.59130000000124,3129.2418,30720.0
1652495229,100,,Aggregated,71.200000,0.000000,1300,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,2402,0,1300.0,1484.6101668609472,440.59130000000124,3129.2418,30720.0
1652495230,100,,Aggregated,73.400000,0.000000,1300,1900,2100,2200,2400,2600,2800,2900,3000,3100,3100,2406,0,1300.0,1484.7896324189505,440.59130000000124,3129.2418,30720.0
1652495231,100,,Aggregated,69.800000,0.000000,1400,1900,2100,2100,2400,2600,2800,2900,3000,3100,3100,2516,0,1400.0,1495.6882835850538,440.59130000000124,3129.2418,30720.0
1652495232,100,,Aggregated,60.100000,0.000000,1300,1900,2000,2100,2400,2600,2800,2900,3000,3100,3100,2603,0,1300.0,1477.722796043025,440.59130000000124,3129.2418,30720.0
1652495233,100,,Aggregated,60.100000,0.000000,1300,1900,2000,2100,2400,2600,2800,2900,3000,3100,3100,2603,0,1300.0,1477.722796043025,440.59130000000124,3129.2418,30720.0
