Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2022/05/14/1mb/,1048,0,160.0,285.12738511450345,125.27990000000244,949.2968999999789,30720.0,3.505084510088531,0.0,160,170,520,530,610,720,850,880,940,950,950
,Aggregated,1048,0,160.0,285.12738511450345,125.27990000000244,949.2968999999789,30720.0,3.505084510088531,0.0,160,170,520,530,610,720,850,880,940,950,950
