Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2022/05/14/1mb/,16119,0,170.0,183.84088952168258,114.72019999999361,569.0801000000079,30720.0,53.89728527064205,0.0,170,180,180,190,200,390,460,480,540,570,570
,Aggregated,16119,0,170.0,183.84088952168258,114.72019999999361,569.0801000000079,30720.0,53.89728527064205,0.0,170,180,180,190,200,390,460,480,540,570,570
