Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2022/05/14/400kb/,12281,0,220.0,240.91327871508773,160.0087000000059,1023.2809000000032,435471.0,41.15974919355786,0.0,220,230,240,250,310,450,500,530,690,880,1000
,Aggregated,12281,0,220.0,240.91327871508773,160.0087000000059,1023.2809000000032,435471.0,41.15974919355786,0.0,220,230,240,250,310,450,500,530,690,880,1000
