Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2022/05/14/300kb/,2397,0,87,124.432130788485,72.96180000000163,724.808199999984,30801.0,8.029698076240487,0.0,87,94,100,110,290,320,470,500,670,720,720
,Aggregated,2397,0,87,124.432130788485,72.96180000000163,724.808199999984,30801.0,8.029698076240487,0.0,87,94,100,110,290,320,470,500,670,720,720
