Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1652495561,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1652495562,10,,Aggregated,0.000000,0.000000,180,200,510,520,520,520,520,520,520,520,520,30,0,170.0,285.36226999999997,146.8221000000003,524.7764999999999,30720.0
1652495563,10,,Aggregated,0.000000,0.000000,180,190,200,200,510,520,520,520,520,520,520,87,0,180.0,217.93982873563215,146.8221000000003,524.7764999999999,30720.0
1652495564,10,,Aggregated,0.000000,0.000000,180,190,200,200,410,510,520,520,520,520,520,132,0,180.0,215.15530303030303,143.0505000000002,524.7764999999999,30720.0
1652495565,10,,Aggregated,29.000000,0.000000,180,180,190,200,400,510,520,520,520,520,520,185,0,180.0,208.13965297297307,143.0505000000002,524.7764999999999,30720.0
1652495566,10,,Aggregated,38.333333,0.000000,170,180,190,190,220,460,520,520,520,520,520,253,0,170.0,196.23826956521745,125.0789000000001,524.7764999999999,30720.0
1652495567,10,,Aggregated,38.750000,0.000000,170,180,190,190,400,480,520,520,520,520,520,293,0,170.0,203.1820163822526,125.0789000000001,524.7764999999999,30720.0
1652495568,10,,Aggregated,42.600000,0.000000,180,180,190,190,230,470,510,520,520,520,520,343,0,180.0,199.25882040816322,125.0789000000001,524.7764999999999,30720.0
1652495569,10,,Aggregated,45.500000,0.000000,180,180,190,190,220,470,510,520,520,520,520,401,0,180.0,196.5493214463838,125.0789000000001,524.7764999999999,30720.0
1652495570,10,,Aggregated,44.714286,0.000000,180,180,190,190,230,470,510,520,520,520,520,441,0,180.0,200.7384124716551,125.0789000000001,524.7764999999999,30720.0
1652495571,10,,Aggregated,45.375000,0.000000,170,180,190,190,220,470,510,520,520,520,520,500,0,170.0,196.7464263999999,125.0789000000001,524.7764999999999,30720.0
1652495572,10,,Aggregated,46.777778,0.000000,170,180,180,190,210,470,510,520,520,520,520,566,0,170.0,192.30575547703168,125.0789000000001,524.7764999999999,30720.0
1652495573,10,,Aggregated,46.100000,0.000000,170,180,180,190,220,470,510,510,520,520,520,607,0,170.0,194.29806194398668,125.0789000000001,524.7764999999999,30720.0
1652495574,10,,Aggregated,52.500000,0.000000,170,180,180,190,210,450,490,510,520,520,520,666,0,170.0,193.20485690690683,125.0789000000001,524.7764999999999,30720.0
1652495575,10,,Aggregated,52.900000,0.000000,170,180,180,190,210,450,490,510,520,520,520,724,0,170.0,190.8407089779006,125.0789000000001,524.7764999999999,30720.0
1652495576,10,,Aggregated,51.200000,0.000000,170,180,180,190,210,450,490,510,530,530,530,768,0,170.0,193.06920638020836,125.0789000000001,532.5080999999993,30720.0
1652495577,10,,Aggregated,53.000000,0.000000,170,180,180,190,210,440,490,510,530,530,530,834,0,170.0,190.4718664268585,125.0789000000001,532.5080999999993,30720.0
1652495578,10,,Aggregated,53.500000,0.000000,170,180,180,190,200,430,490,510,530,530,530,893,0,170.0,188.41369283314665,125.0789000000001,532.5080999999993,30720.0
