Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2022/05/14/300kb/,31386,0,760.0,945.1439510801008,246.8270999999902,8438.2624,30801.0,104.94007321468011,0.0,760,920,1200,1400,1600,1700,1900,2000,7800,8300,8400
,Aggregated,31386,0,760.0,945.1439510801008,246.8270999999902,8438.2624,30801.0,104.94007321468011,0.0,760,920,1200,1400,1600,1700,1900,2000,7800,8300,8400
