Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1652497974,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1652497975,1,,Aggregated,0.000000,0.000000,550,550,550,550,550,550,550,550,550,550,550,1,0,546.0146000000001,546.0146000000001,546.0146000000001,546.0146000000001,30801.0
1652497976,1,,Aggregated,0.000000,0.000000,500,500,550,550,590,590,590,590,590,590,590,6,0,120.0,330.3994666666667,110.14159999999995,590.9445999999998,30801.0
1652497977,1,,Aggregated,0.000000,0.000000,110,120,500,500,550,590,590,590,590,590,590,12,0,110.0,218.27593333333334,98.59680000000014,590.9445999999998,30801.0
1652497978,1,,Aggregated,1.000000,0.000000,110,120,480,500,550,590,590,590,590,590,590,18,0,110.0,222.3455111111111,98.59680000000014,590.9445999999998,30801.0
1652497979,1,,Aggregated,3.000000,0.000000,110,110,480,480,500,550,590,590,590,590,590,24,0,110.0,207.18269166666664,94.28959999999975,590.9445999999998,30801.0
1652497980,1,,Aggregated,4.000000,0.000000,100,110,120,290,500,550,590,590,590,590,590,33,0,100.0,181.34203939393944,82.3514000000003,590.9445999999998,30801.0
1652497981,1,,Aggregated,3.800000,0.000000,100,110,120,290,500,570,590,590,590,590,590,39,0,100.0,179.91133076923077,82.3514000000003,590.9445999999998,30801.0
1652497982,1,,Aggregated,4.666667,0.000000,100,110,110,120,500,550,590,590,590,590,590,46,0,100.0,175.01929782608693,82.3514000000003,590.9445999999998,30801.0
1652497983,1,,Aggregated,5.285714,0.000000,99,110,110,120,500,550,570,590,590,590,590,53,0,99,170.6284094339623,82.3514000000003,590.9445999999998,30801.0
1652497984,1,,Aggregated,5.000000,0.000000,97,110,110,120,500,550,570,590,590,590,590,59,0,97,168.08980000000003,73.2721999999999,590.9445999999998,30801.0
1652497985,1,,Aggregated,5.444444,0.000000,96,100,110,120,480,500,570,590,590,590,590,67,0,96,164.1630328358209,73.2721999999999,590.9445999999998,30801.0
1652497986,1,,Aggregated,5.700000,0.000000,95,100,110,110,480,500,570,590,590,590,590,76,0,94,158.39573947368422,73.2721999999999,590.9445999999998,30801.0
1652497987,1,,Aggregated,6.000000,0.000000,95,100,110,110,480,500,570,590,590,590,590,82,0,95,158.38955365853664,73.2721999999999,590.9445999999998,30801.0
1652497988,1,,Aggregated,6.900000,0.000000,93,100,110,110,480,500,570,590,590,590,590,90,0,93,156.11167888888892,73.2721999999999,590.9445999999998,30801.0
1652497989,1,,Aggregated,7.000000,0.000000,92,99,110,110,480,500,570,590,590,590,590,97,0,92,155.02980824742266,73.2721999999999,590.9445999999998,30801.0
1652497990,1,,Aggregated,6.600000,0.000000,91,98,110,110,470,500,550,570,590,590,590,104,0,91,153.96862884615382,73.2721999999999,590.9445999999998,30801.0
1652497991,1,,Aggregated,7.400000,0.000000,91,99,110,110,470,500,550,570,590,590,590,111,0,91,153.7651864864864,73.2721999999999,590.9445999999998,30801.0
1652497992,1,,Aggregated,7.300000,0.000000,93,98,110,110,480,500,550,570,590,590,590,118,0,92,153.59838305084742,73.2721999999999,590.9445999999998,30801.0
1652497993,1,,Aggregated,6.700000,0.000000,92,97,110,110,470,500,550,570,590,590,590,124,0,91,151.90659838709666,73.2721999999999,590.9445999999998,30801.0
1652497994,1,,Aggregated,7.400000,0.000000,89,96,110,110,470,500,550,570,590,590,590,134,0,89,149.72942089552222,73.2721999999999,590.9445999999998,30801.0
1652497995,1,,Aggregated,7.200000,0.000000,89,96,100,110,470,480,550,570,590,590,590,141,0,89,149.36924822695022,73.2721999999999,590.9445999999998,30801.0
